"will","remove","you","free","charExclamation","charDollar","type"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
5.26,0,0,0,0,0,"nonspam"
0.46,0,0.3,0,0,0,"nonspam"
1.44,0,0.36,0,0,0,"nonspam"
0,0,0,0,0.037,0,"nonspam"
0,0,1.01,0,0,0,"nonspam"
0.76,0,0.15,0,0,0,"nonspam"
1.08,0,2.17,0,0,0,"nonspam"
1.84,0,0,0,0,0,"nonspam"
0.64,0,0,0,0.129,0,"nonspam"
0.53,0,0.53,0,0,0,"nonspam"
0,0,0,0,1.739,0,"nonspam"
0.14,0,0,0,0,0,"nonspam"
0,0,0,0,0.178,0,"nonspam"
3.33,0,0,0,0.636,0,"nonspam"
2.85,0,0,0,0.444,0,"nonspam"
1.35,0,1.35,0,0,0,"nonspam"
0.34,0,0.46,0.11,0,0.032,"nonspam"
0.26,0,0.35,0,0,0.024,"nonspam"
0.22,0,0.29,0,0,0.021,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.51,0,0,0,"nonspam"
0.83,0,2.91,0,0.283,0,"nonspam"
1.67,0,0,0.13,0,0,"nonspam"
0,0,2.32,0,0,0,"nonspam"
1.55,0,1.16,0,0,0,"nonspam"
0,0,2.6,0,0,0,"nonspam"
0.88,0,0,0,0,0,"nonspam"
0,0,2.86,0,0,0,"nonspam"
0.83,0,1.67,0,0,0,"nonspam"
0.64,0,0.15,0.05,0.002,0.007,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.57,0,0,0,"nonspam"
0.33,0,0,0,0,0,"nonspam"
0,0,5.55,0,0,0,"nonspam"
1.63,0,1.63,0,0,0,"nonspam"
1.56,0,0.52,0.52,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,11.11,0,0,0,"nonspam"
0.86,0,0,0,0,0,"nonspam"
1.21,0,1.89,0.13,0.024,0,"nonspam"
1.26,0,2.53,0,0,0,"nonspam"
0.64,0,0,0,0.197,0,"nonspam"
0.5,0,1.01,0,0.502,0,"nonspam"
1.33,0,0.44,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.9,0.9,0,0,"nonspam"
0.49,0,0,0,0,0,"nonspam"
0.46,0.23,0.23,0,0,0,"nonspam"
0,0,0,0,0.135,0,"nonspam"
1.9,0,0,0.1,0.041,0.041,"nonspam"
1.61,0,0.53,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.43,0,2.19,0,0,0,"nonspam"
1.38,0,0.23,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.02,0,0,0,"nonspam"
0.75,0,2.25,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.38,0,1.54,0,0.026,0,"nonspam"
0,0,0.32,0,0,0,"nonspam"
0,0,0.25,0.25,0.043,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.88,0,2.22,0,0.05,0,"nonspam"
0,0,0.33,0,0.056,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.55,0,1.1,0,0,0,"nonspam"
1.45,0,1.16,0,0,0.037,"nonspam"
0,0,2.56,0,0,0,"nonspam"
2.22,0,0,0,0.374,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.33,0,1.11,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.81,0,1.81,0,0,0,"nonspam"
2,0,2,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.46,0,1.4,0,0,0,"nonspam"
1.23,0,3.7,0,0,0,"nonspam"
1.49,0,1.49,0,0.238,0,"nonspam"
0,0,1.32,0,0.102,0,"nonspam"
0.92,0,0.23,0,0.159,0,"nonspam"
0,0,1.23,0,0,0,"nonspam"
0,0,5.6,2.4,0.235,0,"nonspam"
1.07,0,0,0,0,0.023,"nonspam"
1.71,0,1.01,0,0.014,0,"nonspam"
0,0,0,0,0.181,0,"nonspam"
2,0,0,0,0.336,0,"nonspam"
1.04,0,0,0,0,0.02,"nonspam"
1.94,0,1.39,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.06,0,1.06,0,0,0,"nonspam"
3.44,0,0,0,0,0,"nonspam"
0,0,0.8,0,0,0,"nonspam"
0.55,0,1.65,0,0,0,"nonspam"
1.16,0,1.16,0,0,0,"nonspam"
1.85,0,1.85,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.52,0,0,0,0,0,"nonspam"
0.8,0,0.8,0.8,0,0,"nonspam"
1.02,0,1.02,1.02,0,0,"nonspam"
1,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.85,0,0.28,0,0,0,"nonspam"
0,0,6,0,0,0,"nonspam"
0,0,1.88,0,0,0,"nonspam"
0.5,0,0.5,0.5,0.188,0,"nonspam"
0,0,1.43,0,0,0,"nonspam"
1.46,0,0,0,0.049,0,"nonspam"
1.28,0,0,0,0,0.04,"nonspam"
0,0,4.76,0,0,0,"nonspam"
1.01,0,2.03,0,0.055,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.94,0,0.139,0,"nonspam"
0,0,2.27,0,0.404,0,"nonspam"
0,0,0,0,0.862,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.65,0,0,0,0.093,0,"nonspam"
0,0,0.37,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.6,0,0,0,"nonspam"
1.85,0,0.92,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.85,0,0,0,"nonspam"
2.01,0,1.34,0,0,0,"nonspam"
1.01,0,0.25,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.74,0,0.93,0.13,0.047,0.061,"nonspam"
0,0,0,0,0,0,"nonspam"
2.04,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.11,0,0,0,0,0,"nonspam"
0.1,0,0.2,0,0,0.016,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.96,0,0.28,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.34,0,0,0,"nonspam"
0,0,0,0,0.054,0,"nonspam"
0,0,0,0,0.133,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.055,0,"nonspam"
0.82,0,0,0,0.119,0,"nonspam"
2.43,0,0,0,0,0,"nonspam"
0,0,0,0,0.348,0,"nonspam"
1.04,0,0.52,0,0,0.045,"nonspam"
1.25,0,0.62,0,0,0.054,"nonspam"
0.63,0,0,0,0,0,"nonspam"
1.02,0,0.11,0,0,0,"nonspam"
1.43,0,0.71,0,0,0.062,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.52,0,0.1,0.1,0,0.063,"nonspam"
1.4,0,1.4,0,0,0,"nonspam"
1.16,0,0,0,0,0,"nonspam"
0,0,1.81,0,0,0,"nonspam"
0,0,1.88,0.62,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.8,0,0,0.265,"nonspam"
0.41,0,0.1,0.1,0,0.059,"nonspam"
0,0,1.72,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
4.72,0,1.57,0,0,0,"nonspam"
1.28,0,1.28,0,0,0,"nonspam"
1.22,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.204,0,"nonspam"
0,0,2.59,0,0,0,"nonspam"
0.87,0,1.75,0,0.139,0,"nonspam"
0.6,0,0.6,0.6,0.077,0,"nonspam"
0.82,0,1.65,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.47,0,2.2,0,0.111,0.223,"nonspam"
0.43,0,2.63,1.75,0.361,0.18,"nonspam"
0,0,0,0,0,0,"nonspam"
2.94,0,0,2.94,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.47,0,0.95,0,0,0,"nonspam"
1.75,0,3.5,0,0,0.651,"nonspam"
0,0,0,0,0,0,"nonspam"
0.4,0,0.4,0,0,0,"nonspam"
0,0,1.76,0,0.285,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.51,0,0,0,0.082,0,"nonspam"
0.27,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.75,0,0,0,"nonspam"
0.57,0,0,0,0.097,0,"nonspam"
0,0,5.5,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.19,0,2.79,0,0.018,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.29,0,0,0,0,0,"nonspam"
1.75,0,0.29,0,0.021,0,"nonspam"
0.64,0,1.92,0,0,0,"nonspam"
0.68,0.22,2.05,0.68,0.135,0.067,"nonspam"
0,0,1.44,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.56,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.58,0,0,0,"nonspam"
0,0,0.24,0,0,0,"nonspam"
0,0,2.22,2.22,0,0,"nonspam"
0.63,0,0.38,0,0.018,0,"nonspam"
1.16,0,0,0,0.184,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.22,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.08,0,0,0,0,0,"nonspam"
0.17,0,1.75,0.08,0.038,0,"nonspam"
0.54,0,0.9,0,0.148,0.029,"nonspam"
2,0,2,0,0,0,"nonspam"
0.99,0,0,0,0,0,"nonspam"
0.33,0,1.01,0,0,0,"nonspam"
0.59,0,0.59,0,0,0,"nonspam"
0,0,0.91,0,0,0.086,"nonspam"
0.81,0,1.63,0,0,0,"nonspam"
0,0,0,20,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.4,0,0,0,0,0,"nonspam"
0,0,4.47,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.08,0,0,0,"nonspam"
0,0,1.07,0,0,0,"nonspam"
2.29,0,1.14,0,0,0,"nonspam"
0.24,0,0.32,0,0,0.022,"nonspam"
0.37,0,0.49,0,0,0.033,"nonspam"
0.2,0,0.27,0,0,0.019,"nonspam"
0.25,0,0.34,0,0,0.024,"nonspam"
0.1,0,0.14,0,0,0.01,"nonspam"
3.27,0,0,0,0,0,"nonspam"
0,0.23,1.17,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.54,0,1.09,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.23,0,0.74,0,0.124,0,"nonspam"
0.8,0,1.61,0,0,0,"nonspam"
1.38,0,2.77,0,0,0,"nonspam"
0.41,0,0.6,0,0.031,0.039,"nonspam"
0.86,0,2.6,0,0.167,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.24,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.46,0,0.14,0.14,0,0,"nonspam"
0,0,0.37,0,0,0,"nonspam"
0,0,1.17,1.17,0,0,"nonspam"
0.88,0,0.17,0,0,0,"nonspam"
0,0,0.31,0,0,0.214,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.81,0,0,0,0,0,"nonspam"
4.34,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.08,0,2.08,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.01,0,0,0,0,0.039,"nonspam"
0,0,0,0.77,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.53,0,0.17,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.94,0,0.98,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.16,0,0,0,"nonspam"
0.47,0,0,0,0,0,"nonspam"
4.08,0,0,0,0.333,0,"nonspam"
0,0,0,0,8.333,0,"nonspam"
0.84,0,0.28,0,0,0,"nonspam"
1.29,0,1.29,0.32,0,0,"nonspam"
0,0,0,0,0.632,0,"nonspam"
0,0,2.01,0,0,0,"nonspam"
0,0,2.46,0,0,0,"nonspam"
0.5,0,1,0,0,0,"nonspam"
2.32,0,2.32,0,0,0,"nonspam"
0,0,3.79,0,0,0.078,"nonspam"
1.33,0,0.38,0.09,0,0,"nonspam"
0.88,0,0.17,0,0,0,"nonspam"
0,0,1.17,0,0,0,"nonspam"
1.62,0,0,0,0,0,"nonspam"
0,0,2.7,0,0,0,"nonspam"
0,0,0.95,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,1.342,0,"nonspam"
1.74,0,0.17,0.17,0,0,"nonspam"
0.55,0,0.93,0.06,0.1,0.109,"nonspam"
0,0,0,0,0.149,0,"nonspam"
0,0,0.8,1.61,0,0,"nonspam"
0.42,0,1.28,0,0.056,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.19,0,0.078,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.22,0,1.36,0,0,0,"nonspam"
0,0,1.6,0,0,0,"nonspam"
1.09,0,3.29,0,0,0,"nonspam"
2.56,0,0,0,0.485,0,"nonspam"
0,0,0.74,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.87,0,0,0,"nonspam"
4.22,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.84,0,0.23,0,0,0.044,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.33,0,1,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.92,0,0.92,0,0,0,"nonspam"
0,0,1.72,0,0,0,"nonspam"
0,0,1.98,0,0,0,"nonspam"
1.15,0,0,0,0,0,"nonspam"
0,0,1.72,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.7,0,0.281,0,"nonspam"
0.6,0,0.73,0.13,0.028,0.075,"nonspam"
0,0,2.43,0,0,0,"nonspam"
0,0,0.4,0,0.049,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.19,0,0.59,0,0,0.031,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.63,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.9,0,0,0,"nonspam"
0.67,0,2.68,0,0,0,"nonspam"
0,0,2.41,0,0,0,"nonspam"
2.4,0,0,0,0.222,0,"nonspam"
0.74,0,0,0,0,0.023,"nonspam"
0,0,2.67,0,0,0,"nonspam"
1.31,0,0,0,0,0,"nonspam"
0,0,5.55,0,0,0,"nonspam"
0.32,0,0.64,0,0.094,0,"nonspam"
0,0,0,0,0.339,0,"nonspam"
1.6,0,0,0,0.273,0,"nonspam"
0.51,0,3.58,0,0,0,"nonspam"
0.51,0,0,0,0,0,"nonspam"
1.05,0,0,0,0,0,"nonspam"
0,0,0,0,1.282,0,"nonspam"
0,0,2.22,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,5.93,0,0,0,"nonspam"
0.69,0,3.12,0,0,0,"nonspam"
1.58,0,0,0,0.287,0,"nonspam"
0,0,0,0,3.26,0,"nonspam"
0,0,3.63,0,0.077,0,"nonspam"
1.4,0,1.4,0,0.497,0,"nonspam"
0.26,0,1.31,0,0.047,0,"nonspam"
0.27,0,2.79,0.27,0,0,"nonspam"
0,0,1.23,0,0,0,"nonspam"
0,0,5.45,0,0,0,"nonspam"
0.97,0,1.94,0,0,0,"nonspam"
0,0,2.32,0,0,0,"nonspam"
0,0,3.22,0,0,0,"nonspam"
0,0,1.73,0,0.457,0,"nonspam"
0,0,1.44,0,0.247,0,"nonspam"
0.69,0,4.19,0,0,0,"nonspam"
0,0,4.5,0,0,0,"nonspam"
0.99,0,2.47,0,0.093,0,"nonspam"
0,0,0,0,0.943,0,"nonspam"
0.48,0,0.96,1.44,0.666,0,"nonspam"
0,0,5.55,0,0,0,"nonspam"
2.01,0,0.67,0,0,0.26,"nonspam"
0.39,0,2.19,0.19,0,0.038,"nonspam"
0,0,3.84,0,0,0,"nonspam"
0,0,5,0,1.724,0,"nonspam"
0,0,1.16,0,0.578,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.31,0,0,0,"nonspam"
2.18,0,3.82,0,0.392,0,"nonspam"
0,0,4.16,0,0,0,"nonspam"
0,0,3.19,0,0.398,0,"nonspam"
1.29,0,1.94,0,0,0,"nonspam"
0,0,2.24,0,0,0,"nonspam"
3.84,0,5.76,0,0,0,"nonspam"
1.34,0,4.69,0,0,0,"nonspam"
0,0,7.4,0,0.613,0,"nonspam"
4.16,0,0,0,0,0,"nonspam"
0,0,2,0,0,0,"nonspam"
0,0,2.12,0,0,0,"nonspam"
0,0,7.14,0,0,0,"nonspam"
0,0,2.85,0,2.843,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,6.66,0,1.075,0,"nonspam"
0,0,1.44,0,0,0,"nonspam"
0,0,4.08,0,0,0,"nonspam"
0.99,0,0.99,0,0.091,0,"nonspam"
0,0,1.21,0,0,0,"nonspam"
2.38,0,2.38,0,0,0.197,"nonspam"
3.57,0,0,0,0,0,"nonspam"
1.81,0,1.81,0,0,0.159,"nonspam"
0,0,5,0,1.438,0,"nonspam"
0,0,4.19,0,0.078,0,"nonspam"
0,0,5.71,0,0,0,"nonspam"
0,0,2.17,0,0.371,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.84,0,5.04,0,0.143,0,"nonspam"
1.86,0,1.86,0,0.165,0,"nonspam"
0,0,2.17,0,0.704,0,"nonspam"
0,0,3.7,0,0.68,0,"nonspam"
0,0,7.69,7.69,0,0,"nonspam"
0,0,5.2,0,0.422,0,"nonspam"
1.53,0,4.61,0,0,0,"nonspam"
0,0,3.17,0,0,0,"nonspam"
1.93,0,1.65,0,0.164,0,"nonspam"
0,0,2.46,0,0,0.118,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.22,0,0.546,0,"nonspam"
0,0,2.85,0,0,0,"nonspam"
0,0,1.49,0,1.069,0,"nonspam"
0,0,0.41,0,0.054,0,"nonspam"
0.6,0,3.04,0,0.094,0.189,"nonspam"
0,0,4.34,0,0.564,0,"nonspam"
1.28,0,3.84,0,0,0,"nonspam"
0,0,1.43,0,0.076,0,"nonspam"
1.75,0,3.5,0,0.259,0,"nonspam"
0,0,3.33,0.66,0.117,0,"nonspam"
0,0,2,0,0,0,"nonspam"
0,0,2.94,0,0,0,"nonspam"
0,0,4.1,0,0.109,0.218,"nonspam"
0,0,2.56,0,0.248,0,"nonspam"
0,0,4.34,0,0.954,0,"nonspam"
0.45,0,4.1,0,0,0,"nonspam"
0,0,4.08,0,0,0,"nonspam"
0,0,3.06,0,0.169,0.169,"nonspam"
0.84,0,2.54,0,0,0,"nonspam"
0,0,5.81,0,0.49,0,"nonspam"
0,0,1.4,0,0,0,"nonspam"
1.57,0,3.66,0,0.09,0,"nonspam"
0,0,4.08,0,0.147,0,"nonspam"
0,0,4.45,0,0.102,0,"nonspam"
0,0,2.5,1.25,0,0,"nonspam"
0.51,0.2,3.61,0,0.157,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.213,0,"nonspam"
0,0,0,0,0,0.246,"nonspam"
0,0,1.13,0,0,0.211,"nonspam"
0,0,0,1.47,0,0,"nonspam"
0,0,3.17,0,0,0,"nonspam"
0.69,0,2.09,0,0,0,"nonspam"
0.6,0,1.2,0,0.21,0,"nonspam"
0,0,3.6,0,0,0,"nonspam"
0,0,1.63,0,0.069,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.66,0,3.33,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.53,0,0,0,"nonspam"
0,0,0.53,0,0,0,"nonspam"
0.78,0,5.46,0,0.275,0,"nonspam"
0,0,3.27,0,0,0,"nonspam"
0.55,0,0.55,0,0,0,"nonspam"
0,0,2.53,0,0,0,"nonspam"
0,0,3.75,0,0,0,"nonspam"
0.27,0,2.16,0,0.045,0,"nonspam"
0,0,1.56,0,0.12,0,"nonspam"
0,0,2.94,0,0,0,"nonspam"
0,0,5.43,0,0,0,"nonspam"
0,0,0.33,0,0.059,0,"nonspam"
0,0,1.31,0,0,0,"nonspam"
3.94,0,2.63,0,0,0,"nonspam"
0,0,2,0,0,0,"nonspam"
0,0,2.19,0,0,0,"nonspam"
1.29,0,2.43,0.16,0.082,0,"nonspam"
0,0,0.87,0,0,0,"nonspam"
0,0,4.85,0,0,0,"nonspam"
1.01,0,1.35,0,0.174,0,"nonspam"
0.07,0,3.6,0.07,0.082,0,"nonspam"
0.09,0,0.09,0.09,0.034,0,"nonspam"
0,0,0.19,0.09,0,0,"nonspam"
0.47,0,1.23,0.09,0,0,"nonspam"
0,0,2.68,0,0.471,0,"nonspam"
0,0,2.02,0,0.045,0,"nonspam"
0.66,0,1.66,0,0,0,"nonspam"
0,0,0.86,0,0,0,"nonspam"
1.72,0,2.58,0,0.214,0,"nonspam"
1.28,0,3.84,0,0,0,"nonspam"
0,0,1.57,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.25,0,0,0,"nonspam"
0,0,2.05,0,0.047,0,"nonspam"
0,0,2.26,0,0.057,0,"nonspam"
0,0,2.83,0,0.756,0,"nonspam"
1.16,0,0.77,0.77,0,0,"nonspam"
0,0,3.17,0,0,0,"nonspam"
0,0,4.69,0,0,0,"nonspam"
0,0,2.29,0,0,0,"nonspam"
0,0,2.15,0,0,0,"nonspam"
0.77,0,4.65,0,0.159,0,"nonspam"
0,0,2.15,0,0,0,"nonspam"
0,0,1.29,0,0.188,0,"nonspam"
0,0,3.3,0,0.048,0,"nonspam"
0.34,0,4.52,1.04,0,0,"nonspam"
0,0,1.8,0.6,0.817,0,"nonspam"
0,0,2.12,0,0,0,"nonspam"
0,0,3.7,0,0,0.857,"nonspam"
0,0,1.06,1.06,0,0,"nonspam"
0,0,2.83,0,0.105,0,"nonspam"
0,0,3.09,1.03,0,0,"nonspam"
1.53,0,3.07,0,0,0,"nonspam"
0.91,0,5.5,0,0.13,0,"nonspam"
0.83,0,3.33,0,0,0,"nonspam"
2.35,0,1.17,0,0.361,0.18,"nonspam"
0,0,1.92,0,0.327,0.327,"nonspam"
0,0,0,0,0.263,0,"nonspam"
3.52,0,1.17,0,1.156,0.192,"nonspam"
2.35,0,3.13,0,0.284,0.213,"nonspam"
0.75,0,1.5,0.75,0.441,0,"nonspam"
0,0,0,0,0.331,0,"nonspam"
1.88,0,1.88,0,0.33,0,"nonspam"
0.72,0,1.08,0,0.062,0,"nonspam"
0,0,5.26,1.75,0.238,0,"nonspam"
0,0,1.17,0.39,0.261,0.065,"nonspam"
1.31,0,0,1.31,0,0,"nonspam"
0,0,2.05,0,0,0,"nonspam"
0.71,0,2.15,0,0.342,0,"nonspam"
0,0,0,0.45,0.056,0,"nonspam"
1.25,0,4.4,1.88,0,0.109,"nonspam"
0.31,0,2.84,0,0.709,0,"nonspam"
0,0,1.94,0,0.119,0,"nonspam"
1.85,0,5.55,0,0.692,0,"nonspam"
0,0,0,0,0.216,0,"nonspam"
0,0,2.47,0,0.324,0,"nonspam"
0,0,7.69,0,0.653,0,"nonspam"
0,0,1.76,0,0.432,0,"nonspam"
0.28,0,2.87,0,0.308,0,"nonspam"
0,0,1.89,0,0.62,0,"nonspam"
0,0,8.33,0,0,0,"nonspam"
0,0,0,0,0.757,0,"nonspam"
0.13,0,3.85,0.13,0,0,"nonspam"
0.49,0,2.94,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
